frame,fps,timecode,physical_simulation_time_s,camera,phase,voiceover_cue,foley_cue,timing_distinction
1845,30,00:01:01:14,61.46666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1846,30,00:01:01:15,61.5,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1847,30,00:01:01:16,61.53333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1848,30,00:01:01:17,61.56666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1849,30,00:01:01:18,61.6,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1850,30,00:01:01:19,61.63333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1851,30,00:01:01:20,61.666666666666664,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1852,30,00:01:01:21,61.7,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1853,30,00:01:01:22,61.733333333333334,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1854,30,00:01:01:23,61.766666666666666,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1855,30,00:01:01:24,61.8,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1856,30,00:01:01:25,61.833333333333336,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1857,30,00:01:01:26,61.86666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1858,30,00:01:01:27,61.9,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1859,30,00:01:01:28,61.93333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1860,30,00:01:01:29,61.96666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1861,30,00:01:02:00,62.0,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1862,30,00:01:02:01,62.03333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1863,30,00:01:02:02,62.06666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1864,30,00:01:02:03,62.1,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1865,30,00:01:02:04,62.13333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1866,30,00:01:02:05,62.166666666666664,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1867,30,00:01:02:06,62.2,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1868,30,00:01:02:07,62.233333333333334,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1869,30,00:01:02:08,62.266666666666666,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1870,30,00:01:02:09,62.3,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1871,30,00:01:02:10,62.333333333333336,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1872,30,00:01:02:11,62.36666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1873,30,00:01:02:12,62.4,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1874,30,00:01:02:13,62.43333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1875,30,00:01:02:14,62.46666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1876,30,00:01:02:15,62.5,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1877,30,00:01:02:16,62.53333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1878,30,00:01:02:17,62.56666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1879,30,00:01:02:18,62.6,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1880,30,00:01:02:19,62.63333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1881,30,00:01:02:20,62.666666666666664,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1882,30,00:01:02:21,62.7,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1883,30,00:01:02:22,62.733333333333334,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1884,30,00:01:02:23,62.766666666666666,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1885,30,00:01:02:24,62.8,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1886,30,00:01:02:25,62.833333333333336,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1887,30,00:01:02:26,62.86666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1888,30,00:01:02:27,62.9,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1889,30,00:01:02:28,62.93333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1890,30,00:01:02:29,62.96666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1891,30,00:01:03:00,63.0,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1892,30,00:01:03:01,63.03333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1893,30,00:01:03:02,63.06666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1894,30,00:01:03:03,63.1,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1895,30,00:01:03:04,63.13333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1896,30,00:01:03:05,63.166666666666664,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1897,30,00:01:03:06,63.2,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1898,30,00:01:03:07,63.233333333333334,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1899,30,00:01:03:08,63.266666666666666,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1900,30,00:01:03:09,63.3,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1901,30,00:01:03:10,63.333333333333336,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1902,30,00:01:03:11,63.36666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1903,30,00:01:03:12,63.4,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1904,30,00:01:03:13,63.43333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1905,30,00:01:03:14,63.46666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1906,30,00:01:03:15,63.5,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1907,30,00:01:03:16,63.53333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1908,30,00:01:03:17,63.56666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1909,30,00:01:03:18,63.6,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1910,30,00:01:03:19,63.63333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1911,30,00:01:03:20,63.666666666666664,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1912,30,00:01:03:21,63.7,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1913,30,00:01:03:22,63.733333333333334,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1914,30,00:01:03:23,63.766666666666666,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1915,30,00:01:03:24,63.8,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
